"model","phi","sigma2e","sigma2b","rmse","r2","coverage","ci_width","outlier_rate","constraint_linf"
"ml_water_rho1",95.1963668353529,3.27028513426165e-06,0.000311319263297374,0.0207824087489379,0.640121840802134,0.954545454545455,0.0619578935481481,0.042478354978355,NA
"ml_water_rho1_rsr",95.1963668353529,3.27028513426165e-06,0.000311319263297374,0.0211080397297634,0.633977258378245,0.954545454545455,0.0619558275496075,0.0431547619047619,4.93232778636249e-06
