"model","phi","sigma2e","sigma2b","rmse","r2","coverage","ci_width","outlier_rate","constraint_linf"
"REML",142.206211380559,3.04585169270836e-06,0.000433139029647117,0.0359688850657008,0.32268326266731,0.959821428571429,0.071053669861737,0.0377435064935065,NA
